FCFS Scheduling
******************
Simulated processes BEFORE execution:
Name: P2, Arrival Time: 0, Burst Time: 7, Remaining Time: 7, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P19, Arrival Time: 77, Burst Time: 3, Remaining Time: 3, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P24, Arrival Time: 80, Burst Time: 10, Remaining Time: 10, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P11, Arrival Time: 81, Burst Time: 2, Remaining Time: 2, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P39, Arrival Time: 82, Burst Time: 10, Remaining Time: 10, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false
Name: P18, Arrival Time: 82, Burst Time: 2, Remaining Time: 2, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P43, Arrival Time: 92, Burst Time: 1, Remaining Time: 1, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P10, Arrival Time: 92, Burst Time: 6, Remaining Time: 6, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P4, Arrival Time: 95, Burst Time: 2, Remaining Time: 2, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P25, Arrival Time: 95, Burst Time: 6, Remaining Time: 6, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P23, Arrival Time: 96, Burst Time: 2, Remaining Time: 2, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P32, Arrival Time: 99, Burst Time: 5, Remaining Time: 5, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false

******************
Time chart:
P2 P0 P1 P44 P22 P29 P28 P46 P34 P42 P40 P33 P47 P12 P26 P41 P38 

******************
Simulated processes AFTER execution:
Name: P2, Arrival Time: 0, Burst Time: 7, Remaining Time: 0, Priority: 2, Start Time: 0, Completion Time: 7, Completed: true
Name: P0, Arrival Time: 1, Burst Time: 6, Remaining Time: 0, Priority: 1, Start Time: 7, Completion Time: 13, Completed: true
Name: P1, Arrival Time: 2, Burst Time: 6, Remaining Time: 0, Priority: 1, Start Time: 13, Completion Time: 19, Completed: true
Name: P44, Arrival Time: 3, Burst Time: 9, Remaining Time: 0, Priority: 1, Start Time: 19, Completion Time: 28, Completed: true
Name: P22, Arrival Time: 4, Burst Time: 2, Remaining Time: 0, Priority: 2, Start Time: 28, Completion Time: 30, Completed: true
Name: P29, Arrival Time: 7, Burst Time: 7, Remaining Time: 0, Priority: 4, Start Time: 30, Completion Time: 37, Completed: true
Name: P28, Arrival Time: 7, Burst Time: 1, Remaining Time: 0, Priority: 2, Start Time: 37, Completion Time: 38, Completed: true
Name: P46, Arrival Time: 9, Burst Time: 1, Remaining Time: 0, Priority: 2, Start Time: 38, Completion Time: 39, Completed: true
Name: P34, Arrival Time: 10, Burst Time: 6, Remaining Time: 0, Priority: 4, Start Time: 39, Completion Time: 45, Completed: true
Name: P42, Arrival Time: 13, Burst Time: 10, Remaining Time: 0, Priority: 2, Start Time: 45, Completion Time: 55, Completed: true
Name: P40, Arrival Time: 14, Burst Time: 6, Remaining Time: 0, Priority: 3, Start Time: 55, Completion Time: 61, Completed: true
Name: P33, Arrival Time: 15, Burst Time: 4, Remaining Time: 0, Priority: 1, Start Time: 61, Completion Time: 65, Completed: true
Name: P47, Arrival Time: 17, Burst Time: 2, Remaining Time: 0, Priority: 1, Start Time: 65, Completion Time: 67, Completed: true
Name: P12, Arrival Time: 19, Burst Time: 10, Remaining Time: 0, Priority: 3, Start Time: 67, Completion Time: 77, Completed: true
Name: P26, Arrival Time: 19, Burst Time: 9, Remaining Time: 0, Priority: 1, Start Time: 77, Completion Time: 86, Completed: true
Name: P41, Arrival Time: 21, Burst Time: 10, Remaining Time: 0, Priority: 1, Start Time: 86, Completion Time: 96, Completed: true
Name: P38, Arrival Time: 23, Burst Time: 5, Remaining Time: 0, Priority: 3, Start Time: 96, Completion Time: 101, Completed: true
Name: P31, Arrival Time: 23, Burst Time: 4, Remaining Time: 4, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P36, Arrival Time: 27, Burst Time: 3, Remaining Time: 3, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P9, Arrival Time: 34, Burst Time: 6, Remaining Time: 6, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P5, Arrival Time: 34, Burst Time: 3, Remaining Time: 3, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P21, Arrival Time: 34, Burst Time: 7, Remaining Time: 7, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P6, Arrival Time: 36, Burst Time: 7, Remaining Time: 7, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P13, Arrival Time: 38, Burst Time: 7, Remaining Time: 7, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P15, Arrival Time: 42, Burst Time: 9, Remaining Time: 9, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P30, Arrival Time: 43, Burst Time: 3, Remaining Time: 3, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P17, Arrival Time: 44, Burst Time: 2, Remaining Time: 2, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P14, Arrival Time: 44, Burst Time: 2, Remaining Time: 2, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false
Name: P35, Arrival Time: 53, Burst Time: 5, Remaining Time: 5, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P8, Arrival Time: 56, Burst Time: 5, Remaining Time: 5, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P7, Arrival Time: 58, Burst Time: 5, Remaining Time: 5, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P16, Arrival Time: 60, Burst Time: 5, Remaining Time: 5, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P37, Arrival Time: 60, Burst Time: 9, Remaining Time: 9, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P45, Arrival Time: 64, Burst Time: 1, Remaining Time: 1, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P3, Arrival Time: 65, Burst Time: 7, Remaining Time: 7, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P49, Arrival Time: 70, Burst Time: 4, Remaining Time: 4, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P27, Arrival Time: 70, Burst Time: 8, Remaining Time: 8, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P48, Arrival Time: 74, Burst Time: 6, Remaining Time: 6, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P20, Arrival Time: 76, Burst Time: 5, Remaining Time: 5, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false
Name: P19, Arrival Time: 77, Burst Time: 3, Remaining Time: 3, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P24, Arrival Time: 80, Burst Time: 10, Remaining Time: 10, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P11, Arrival Time: 81, Burst Time: 2, Remaining Time: 2, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P39, Arrival Time: 82, Burst Time: 10, Remaining Time: 10, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false
Name: P18, Arrival Time: 82, Burst Time: 2, Remaining Time: 2, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P43, Arrival Time: 92, Burst Time: 1, Remaining Time: 1, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P10, Arrival Time: 92, Burst Time: 6, Remaining Time: 6, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P4, Arrival Time: 95, Burst Time: 2, Remaining Time: 2, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P25, Arrival Time: 95, Burst Time: 6, Remaining Time: 6, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P23, Arrival Time: 96, Burst Time: 2, Remaining Time: 2, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P32, Arrival Time: 99, Burst Time: 5, Remaining Time: 5, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false

=== Simulation Statistics ===
Average Turnaround Time : 40.00
Average Waiting Time    : 34.06
Average Response Time   : 34.06
Throughput              : 0.17 processes/unit time
==============================
SJF
******************
Simulated processes BEFORE execution:
Name: P2, Arrival Time: 0, Burst Time: 7, Remaining Time: 7, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P0, Arrival Time: 1, Burst Time: 6, Remaining Time: 6, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false
Name: P1, Arrival Time: 2, Burst Time: 6, Remaining Time: 6, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false
Name: P44, Arrival Time: 3, Burst Time: 9, Remaining Time: 9, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false
Name: P22, Arrival Time: 4, Burst Time: 2, Remaining Time: 2, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P29, Arrival Time: 7, Burst Time: 7, Remaining Time: 7, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P28, Arrival Time: 7, Burst Time: 1, Remaining Time: 1, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P46, Arrival Time: 9, Burst Time: 1, Remaining Time: 1, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P34, Arrival Time: 10, Burst Time: 6, Remaining Time: 6, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P42, Arrival Time: 13, Burst Time: 10, Remaining Time: 10, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P40, Arrival Time: 14, Burst Time: 6, Remaining Time: 6, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P33, Arrival Time: 15, Burst Time: 4, Remaining Time: 4, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false
Name: P47, Arrival Time: 17, Burst Time: 2, Remaining Time: 2, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false
Name: P12, Arrival Time: 19, Burst Time: 10, Remaining Time: 10, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P26, Arrival Time: 19, Burst Time: 9, Remaining Time: 9, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false
Name: P41, Arrival Time: 21, Burst Time: 10, Remaining Time: 10, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false
Name: P38, Arrival Time: 23, Burst Time: 5, Remaining Time: 5, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P31, Arrival Time: 23, Burst Time: 4, Remaining Time: 4, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P36, Arrival Time: 27, Burst Time: 3, Remaining Time: 3, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P9, Arrival Time: 34, Burst Time: 6, Remaining Time: 6, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P5, Arrival Time: 34, Burst Time: 3, Remaining Time: 3, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P21, Arrival Time: 34, Burst Time: 7, Remaining Time: 7, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P6, Arrival Time: 36, Burst Time: 7, Remaining Time: 7, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P13, Arrival Time: 38, Burst Time: 7, Remaining Time: 7, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P15, Arrival Time: 42, Burst Time: 9, Remaining Time: 9, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P30, Arrival Time: 43, Burst Time: 3, Remaining Time: 3, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P17, Arrival Time: 44, Burst Time: 2, Remaining Time: 2, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P14, Arrival Time: 44, Burst Time: 2, Remaining Time: 2, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false
Name: P35, Arrival Time: 53, Burst Time: 5, Remaining Time: 5, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P8, Arrival Time: 56, Burst Time: 5, Remaining Time: 5, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P7, Arrival Time: 58, Burst Time: 5, Remaining Time: 5, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P16, Arrival Time: 60, Burst Time: 5, Remaining Time: 5, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P37, Arrival Time: 60, Burst Time: 9, Remaining Time: 9, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P45, Arrival Time: 64, Burst Time: 1, Remaining Time: 1, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P3, Arrival Time: 65, Burst Time: 7, Remaining Time: 7, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P49, Arrival Time: 70, Burst Time: 4, Remaining Time: 4, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P27, Arrival Time: 70, Burst Time: 8, Remaining Time: 8, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P48, Arrival Time: 74, Burst Time: 6, Remaining Time: 6, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P20, Arrival Time: 76, Burst Time: 5, Remaining Time: 5, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false
Name: P19, Arrival Time: 77, Burst Time: 3, Remaining Time: 3, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P24, Arrival Time: 80, Burst Time: 10, Remaining Time: 10, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P11, Arrival Time: 81, Burst Time: 2, Remaining Time: 2, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P39, Arrival Time: 82, Burst Time: 10, Remaining Time: 10, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false
Name: P18, Arrival Time: 82, Burst Time: 2, Remaining Time: 2, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P43, Arrival Time: 92, Burst Time: 1, Remaining Time: 1, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P10, Arrival Time: 92, Burst Time: 6, Remaining Time: 6, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P4, Arrival Time: 95, Burst Time: 2, Remaining Time: 2, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P25, Arrival Time: 95, Burst Time: 6, Remaining Time: 6, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P23, Arrival Time: 96, Burst Time: 2, Remaining Time: 2, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P32, Arrival Time: 99, Burst Time: 5, Remaining Time: 5, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false

******************
Time chart:
P2 P0 P42 P1 P44 P13 P14 P17 P30 P15 P37 P27 P19 P11 P18 P39 P25 
******************
Simulated processes AFTER execution:
Name: P2, Arrival Time: 0, Burst Time: 7, Remaining Time: 0, Priority: 2, Start Time: 0, Completion Time: 7, Completed: true
Name: P0, Arrival Time: 1, Burst Time: 6, Remaining Time: 0, Priority: 1, Start Time: 7, Completion Time: 13, Completed: true
Name: P1, Arrival Time: 2, Burst Time: 6, Remaining Time: 0, Priority: 1, Start Time: 23, Completion Time: 29, Completed: true
Name: P44, Arrival Time: 3, Burst Time: 9, Remaining Time: 0, Priority: 1, Start Time: 29, Completion Time: 38, Completed: true
Name: P22, Arrival Time: 4, Burst Time: 2, Remaining Time: 2, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P29, Arrival Time: 7, Burst Time: 7, Remaining Time: 7, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P28, Arrival Time: 7, Burst Time: 1, Remaining Time: 1, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P46, Arrival Time: 9, Burst Time: 1, Remaining Time: 1, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P34, Arrival Time: 10, Burst Time: 6, Remaining Time: 6, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P42, Arrival Time: 13, Burst Time: 10, Remaining Time: 0, Priority: 2, Start Time: 13, Completion Time: 23, Completed: true
Name: P40, Arrival Time: 14, Burst Time: 6, Remaining Time: 6, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P33, Arrival Time: 15, Burst Time: 4, Remaining Time: 4, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false
Name: P47, Arrival Time: 17, Burst Time: 2, Remaining Time: 2, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false
Name: P12, Arrival Time: 19, Burst Time: 10, Remaining Time: 10, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P26, Arrival Time: 19, Burst Time: 9, Remaining Time: 9, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false
Name: P41, Arrival Time: 21, Burst Time: 10, Remaining Time: 10, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false
Name: P38, Arrival Time: 23, Burst Time: 5, Remaining Time: 5, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P31, Arrival Time: 23, Burst Time: 4, Remaining Time: 4, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P36, Arrival Time: 27, Burst Time: 3, Remaining Time: 3, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P9, Arrival Time: 34, Burst Time: 6, Remaining Time: 6, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P5, Arrival Time: 34, Burst Time: 3, Remaining Time: 3, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P21, Arrival Time: 34, Burst Time: 7, Remaining Time: 7, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P6, Arrival Time: 36, Burst Time: 7, Remaining Time: 7, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P13, Arrival Time: 38, Burst Time: 7, Remaining Time: 0, Priority: 3, Start Time: 38, Completion Time: 45, Completed: true
Name: P15, Arrival Time: 42, Burst Time: 9, Remaining Time: 0, Priority: 3, Start Time: 52, Completion Time: 61, Completed: true
Name: P30, Arrival Time: 43, Burst Time: 3, Remaining Time: 0, Priority: 3, Start Time: 49, Completion Time: 52, Completed: true
Name: P17, Arrival Time: 44, Burst Time: 2, Remaining Time: 0, Priority: 4, Start Time: 47, Completion Time: 49, Completed: true
Name: P14, Arrival Time: 44, Burst Time: 2, Remaining Time: 0, Priority: 1, Start Time: 45, Completion Time: 47, Completed: true
Name: P35, Arrival Time: 53, Burst Time: 5, Remaining Time: 5, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P8, Arrival Time: 56, Burst Time: 5, Remaining Time: 5, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P7, Arrival Time: 58, Burst Time: 5, Remaining Time: 5, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P16, Arrival Time: 60, Burst Time: 5, Remaining Time: 5, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P37, Arrival Time: 60, Burst Time: 9, Remaining Time: 0, Priority: 4, Start Time: 61, Completion Time: 70, Completed: true
Name: P45, Arrival Time: 64, Burst Time: 1, Remaining Time: 1, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P3, Arrival Time: 65, Burst Time: 7, Remaining Time: 7, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P49, Arrival Time: 70, Burst Time: 4, Remaining Time: 4, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P27, Arrival Time: 70, Burst Time: 8, Remaining Time: 0, Priority: 4, Start Time: 70, Completion Time: 78, Completed: true
Name: P48, Arrival Time: 74, Burst Time: 6, Remaining Time: 6, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P20, Arrival Time: 76, Burst Time: 5, Remaining Time: 5, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false
Name: P19, Arrival Time: 77, Burst Time: 3, Remaining Time: 0, Priority: 4, Start Time: 78, Completion Time: 81, Completed: true
Name: P24, Arrival Time: 80, Burst Time: 10, Remaining Time: 10, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P11, Arrival Time: 81, Burst Time: 2, Remaining Time: 0, Priority: 3, Start Time: 81, Completion Time: 83, Completed: true
Name: P39, Arrival Time: 82, Burst Time: 10, Remaining Time: 0, Priority: 1, Start Time: 85, Completion Time: 95, Completed: true
Name: P18, Arrival Time: 82, Burst Time: 2, Remaining Time: 0, Priority: 3, Start Time: 83, Completion Time: 85, Completed: true
Name: P43, Arrival Time: 92, Burst Time: 1, Remaining Time: 1, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P10, Arrival Time: 92, Burst Time: 6, Remaining Time: 6, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P4, Arrival Time: 95, Burst Time: 2, Remaining Time: 2, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P25, Arrival Time: 95, Burst Time: 6, Remaining Time: 0, Priority: 4, Start Time: 95, Completion Time: 101, Completed: true
Name: P23, Arrival Time: 96, Burst Time: 2, Remaining Time: 2, Priority: 3, Start Time: -1, Completion Time: -1, Completed: false
Name: P32, Arrival Time: 99, Burst Time: 5, Remaining Time: 5, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false

=== Simulation Statistics ===
Average Turnaround Time : 10.59
Average Waiting Time    : 4.65
Average Response Time   : 4.65
Throughput              : 0.17 processes/unit time
==============================
SRT
******************
Simulated processes BEFORE execution:
Name: P2, Arrival Time: 0, Burst Time: 7, Remaining Time: 7, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P0, Arrival Time: 1, Burst Time: 6, Remaining Time: 6, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false
Name: P1, Arrival Time: 2, Burst Time: 6, Remaining Time: 6, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false
Name: P44, Arrival Time: 3, Burst Time: 9, Remaining Time: 9, Priority: 1, Start Time: -1, Completion Time: -1, Completed: false
Name: P22, Arrival Time: 4, Burst Time: 2, Remaining Time: 2, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
Name: P29, Arrival Time: 7, Burst Time: 7, Remaining Time: 7, Priority: 4, Start Time: -1, Completion Time: -1, Completed: false
Name: P28, Arrival Time: 7, Burst Time: 1, Remaining Time: 1, Priority: 2, Start Time: -1, Completion Time: -1, Completed: false
